PRED,PRED_cleaned
Output: สปริงสำหรับใช้ในที่นั่งห้องประชุม, สปริงสำหรับใช้ในที่นั่งห้องประชุม
Output: สปริงสำหรับใช้ในที่นั่งโรงภาพยนตร์, สปริงสำหรับใช้ในที่นั่งโรงภาพยนตร์
Output: สปริงค์พ็อกเก็ตสำหรับการใช้ในเฟอร์นิเจอร์, สปริงค์พ็อกเก็ตสำหรับการใช้ในเฟอร์นิเจอร์
Output: สปริงค์พ็อกเก็ตสำหรับใช้ในเตียงแบบพับได้, สปริงค์พ็อกเก็ตสำหรับใช้ในเตียงแบบพับได้
Output: สปริงค์แบบพ็อกเก็ต สำหรับใช้ในเตียงโซฟา, สปริงค์แบบพ็อกเก็ต สำหรับใช้ในเตียงโซฟา
Output: สปริงค์พ็อกเก็ตสำหรับใช้ในที่นอน, สปริงค์พ็อกเก็ตสำหรับใช้ในที่นอน
Output: สปริงค์พ็อกเก็ตสำหรับใช้ในโครงฐานที่นอน, สปริงค์พ็อกเก็ตสำหรับใช้ในโครงฐานที่นอน
Output: สปริงพ็อกเก็ตสำหรับใช้ในที่นอนสปริง, สปริงพ็อกเก็ตสำหรับใช้ในที่นอนสปริง
Output: สปริงค์แบบพ็อกเก็ต สำหรับใช้ในหมอนรองรับศีรษะ, สปริงค์แบบพ็อกเก็ต สำหรับใช้ในหมอนรองรับศีรษะ
"Output: สปริงค์พ็อกเก็ตสำหรับใช้ในหมอนรองนั่ง
", สปริงค์พ็อกเก็ตสำหรับใช้ในหมอนรองนั่ง
Output: สปริงค์พ็อกเก็ตสำหรับการใช้ในหมอนกันกระแทก, สปริงค์พ็อกเก็ตสำหรับการใช้ในหมอนกันกระแทก
"Output: สปริงค์พ็อกเก็ตสำหรับการใช้งานในที่นั่ง
", สปริงค์พ็อกเก็ตสำหรับการใช้งานในที่นั่ง
Output: สปริงค์พ็อกเก็ตสำหรับการใช้ในเก้าอี้, สปริงค์พ็อกเก็ตสำหรับการใช้ในเก้าอี้
"Output: สปริงค์พ็อกเก็ตสำหรับการใช้ในโซฟา
", สปริงค์พ็อกเก็ตสำหรับการใช้ในโซฟา
Output: สปริงค์พ็อกเก็ตสำหรับการใช้ในโซฟา, สปริงค์พ็อกเก็ตสำหรับการใช้ในโซฟา
Output: สปริงสำหรับใช้ในเตียงเด็กอ่อน, สปริงสำหรับใช้ในเตียงเด็กอ่อน
Output: อุปกรณ์เสริมและสิ่งที่เกี่ยวข้องกับของข้างต้น, อุปกรณ์เสริมและสิ่งที่เกี่ยวข้องกับของข้างต้น
Output: ยาบรรเทาโรคที่ใช้ในการป้องกันความผิดปกติของแอมมัยลอยด์ โรคและภาวะเผื่อผลาญ ภูมิต้านตนเอง และการอักเสบ รวมถึงโรคและการเจ็บป่วยจากระบบภูมิคุ้มกันด้วยตัวเอง, ยาบรรเทาโรคที่ใช้ในการป้องกันความผิดปกติของแอมมัยลอยด์ โรคและภาวะเผื่อผลาญ ภูมิต้านตนเอง และการอักเสบ รวมถึงโรคและการเจ็บป่วยจากระบบภูมิคุ้มกันด้วยตัวเอง
Output: ยาบรรเทาโรคที่เป็นผลมาจากอะไมลอยด์ การเผาผลาญผิดปกติ ภูมิแพ้ตัวเอง และการอักเสบ รวมถึงความผิดปกติและภาวะที่เกี่ยวข้องกับระบบภูมิคุ้มกันด้วยตนเอง, ยาบรรเทาโรคที่เป็นผลมาจากอะไมลอยด์ การเผาผลาญผิดปกติ ภูมิแพ้ตัวเอง และการอักเสบ รวมถึงความผิดปกติและภาวะที่เกี่ยวข้องกับระบบภูมิคุ้มกันด้วยตนเอง
,
"วัชพืชทำความสะอาดทางชีวภาพ, แบ็คทีเรียเบดส์แบบจุ่มในน้ำ
","วัชพืชทำความสะอาดทางชีวภาพ, แบ็คทีเรียเบดส์แบบจุ่มในน้ำ"
Output: ส่วนประกอบทั้งหมดของสินค้าดังกล่าวข้างต้น, ส่วนประกอบทั้งหมดของสินค้าดังกล่าวข้างต้น
,
Output: ส่วนผสมของโซเดียมคลอเรตและไฮโดรเจนเปอร์ออกไซด์, ส่วนผสมของโซเดียมคลอเรตและไฮโดรเจนเปอร์ออกไซด์
"<h2>Translated Output:</h2>อุปกรณ์บันทึก การส่ง และการทำสำเนาเสียง ภาพข้อความ
", /อุปกรณ์บันทึก การส่ง และการทำสำเนาเสียง ภาพข้อความ
Output: สิ่งพิมพ์ หนังสือ นิตยสาร หนังสือพิมพ์ วารสารสิ่งพิมพ์ และสิ่งตีพิมพ์อื่นๆ, สิ่งพิมพ์ หนังสือ นิตยสาร หนังสือพิมพ์ วารสารสิ่งพิมพ์ และสิ่งตีพิมพ์อื่นๆ
,
,
Output: รวมทั้งข้อมูลและที่ปรึกษาเกี่ยวกับบริการทั้งหมดดังกล่าวทางอินเทอร์เน็ตด้วย, รวมทั้งข้อมูลและที่ปรึกษาเกี่ยวกับบริการทั้งหมดดังกล่าวทางอินเทอร์เน็ตด้วย
Output: การจัดการงานแสดงสินค้าและนิทรรศการเพื่อวัตถุประสงค์ทางการค้าและการโฆษณา, การจัดการงานแสดงสินค้าและนิทรรศการเพื่อวัตถุประสงค์ทางการค้าและการโฆษณา
Output: การให้ความช่วยเหลือพนักงานในการหางานใหม่ ไม่ว่าจะโดยสมัครใจหรือไม่ก็ตาม หรือที่เรียกว่า “เอาท์เพลสเมนต์”, การให้ความช่วยเหลือพนักงานในการหางานใหม่ ไม่ว่าจะโดยสมัครใจหรือไม่ก็ตาม หรือที่เรียกว่า เอาท์เพลสเมนต์
,
Output: การสรรหาและคัดเลือกบุคลากร, การสรรหาและคัดเลือกบุคลากร
,
Output: การดำเนินการและบริหารจัดการโครงการทางธุรกิจ หรือที่เรียกว่า “การบริหารโครงการ”, การดำเนินการและบริหารจัดการโครงการทางธุรกิจ หรือที่เรียกว่า การบริหารโครงการ
Output: การจัดการชั่วคราวในองค์กร หรือที่เรียกว่า “การบริหารงานชั่วคราว”, การจัดการชั่วคราวในองค์กร หรือที่เรียกว่า การบริหารงานชั่วคราว
" 
## Translated Output:
การฝึกอบรมธุรกิจ บริการให้ความรู้ การฝึกอบรม หลักสูตร สัมมนา บรรยาย
",   การฝึกอบรมธุรกิจ บริการให้ความรู้ การฝึกอบรม หลักสูตร สัมมนา บรรยาย
Output: การจัดการงานแฟร์และนิทรรศการเพื่อวัตถุประสงค์ทางวัฒนธรรมหรือศึกษาศาสตร์, การจัดการงานแฟร์และนิทรรศการเพื่อวัตถุประสงค์ทางวัฒนธรรมหรือศึกษาศาสตร์
"Output: การจัดจำหน่ายหนังสือ สิ่งพิมพ์ เอกสารจดหมายข่าว และนิตยสาร
", การจัดจำหน่ายหนังสือ สิ่งพิมพ์ เอกสารจดหมายข่าว และนิตยสาร
Output: รวมถึงข้อมูลและที่ปรึกษาเกี่ยวกับการให้บริการทั้งหมดดังกล่าวทางอินเทอร์เน็ตด้วย, รวมถึงข้อมูลและที่ปรึกษาเกี่ยวกับการให้บริการทั้งหมดดังกล่าวทางอินเทอร์เน็ตด้วย
,
Output: รวมถึงข้อมูลและที่ปรึกษาเกี่ยวกับการให้บริการทั้งหมดดังกล่าวทางอินเทอร์เน็ตด้วย, รวมถึงข้อมูลและที่ปรึกษาเกี่ยวกับการให้บริการทั้งหมดดังกล่าวทางอินเทอร์เน็ตด้วย
Output: เสื้อผ้า ได้แก่ ชุด สูต เสื้อ กระโปรง แฟชั่น โค้ท กางเกง เสื้อกั๊ก เครื่องแต่งกายหนัง, เสื้อผ้า ได้แก่ ชุด สูต เสื้อ กระโปรง แฟชั่น โค้ท กางเกง เสื้อกั๊ก เครื่องแต่งกายหนัง
,
,
,
Output: ปัจจัยปรุงแต่งแอลกอฮอล์เพื่อการผลิตเครื่องดื่มแอลกอฮอล์, ปัจจัยปรุงแต่งแอลกอฮอล์เพื่อการผลิตเครื่องดื่มแอลกอฮอล์
,
Output: อุปกรณ์ควบคุมอิเล็กทรอนิกส์สำหรับมอเตอร์และเครื่องยนต์, อุปกรณ์ควบคุมอิเล็กทรอนิกส์สำหรับมอเตอร์และเครื่องยนต์
Output: อุปกรณ์สำหรับการควบคุมการหมุนของเครื่องยนต์ กังหัน ปั๊ม และมอเตอร์, อุปกรณ์สำหรับการควบคุมการหมุนของเครื่องยนต์ กังหัน ปั๊ม และมอเตอร์
Output: ชิ้นส่วนและอุปกรณ์เสริมสำหรับเครื่องจักรกลนิวเมติกและไฮดรอลิกส์, ชิ้นส่วนและอุปกรณ์เสริมสำหรับเครื่องจักรกลนิวเมติกและไฮดรอลิกส์
,
,
,
Output: เครื่องจักรและเครื่องมือลมและไฮดรอลิก, เครื่องจักรและเครื่องมือลมและไฮดรอลิก
Output: ชิ้นส่วนและอุปกรณ์เสริมสำหรับปั๊ม, ชิ้นส่วนและอุปกรณ์เสริมสำหรับปั๊ม
Output: ปั๊มแรงดันสูงแบบหมุนเหวี่ยงพร้อมตัวกรองและชุดขับเคลื่อน, ปั๊มแรงดันสูงแบบหมุนเหวี่ยงพร้อมตัวกรองและชุดขับเคลื่อน
,
,
"Output: กรองน้ำมันเครื่องยนต์
", กรองน้ำมันเครื่องยนต์
,
,
Output: เครื่องมือและอุปกรณ์ควบคุมการไหลของเหลวแบบอัตโนมัติ, เครื่องมือและอุปกรณ์ควบคุมการไหลของเหลวแบบอัตโนมัติ
,
Output: อุปกรณ์ควบคุมหน่วยความจำคอมพิวเตอร์, อุปกรณ์ควบคุมหน่วยความจำคอมพิวเตอร์
Output: เครื่องและอุปกรณ์โทรคมนาคมสำหรับการควบคุมเครือข่าย, เครื่องและอุปกรณ์โทรคมนาคมสำหรับการควบคุมเครือข่าย
Output: อุปกรณ์จ่ายและควบคุมพลังงานไฟฟ้า, อุปกรณ์จ่ายและควบคุมพลังงานไฟฟ้า
"Output: อุปกรณ์และเครื่องมือสำหรับการควบคุมการไหลของเหลว
", อุปกรณ์และเครื่องมือสำหรับการควบคุมการไหลของเหลว
,
,
"Output: ตัวทำความสะอาดผิวน้ำสำหรับแหล่งน้ำ
", ตัวทำความสะอาดผิวน้ำสำหรับแหล่งน้ำ
,
Output: เอนไซม์สำหรับการใช้ในอุตสาหกรรมการผลิตเครื่องดื่มแอลกอฮอล์, เอนไซม์สำหรับการใช้ในอุตสาหกรรมการผลิตเครื่องดื่มแอลกอฮอล์
,
,
,
"---
บริษัทอสังหาริมทรัพย์, เรื่องอสังหาริมทรัพย์, การเก็บหนี้, ประกันภัยส่วนบุคคล
","บริษัทอสังหาริมทรัพย์, เรื่องอสังหาริมทรัพย์, การเก็บหนี้, ประกันภัยส่วนบุคคล"
,
,
,
"Output: การช่วยเหลือผู้ขับขี่และนักเดินทางระหว่างการเดินทาง โดยเฉพาะอย่างยิ่งเมื่อรถเสีย (ซ่อมแซม)
", การช่วยเหลือผู้ขับขี่และนักเดินทางระหว่างการเดินทาง โดยเฉพาะอย่างยิ่งเมื่อรถเสีย (ซ่อมแซม)
,
,
"Output: การบำรุงรักษายานพาหนะ อาคาร และสถานที่
", การบำรุงรักษายานพาหนะ อาคาร และสถานที่
,
"Output: การส่งข้อมูลทางโทรเลข
", การส่งข้อมูลทางโทรเลข
,
Output: ความช่วยเหลือแก่ผู้ขับขี่และนักเดินทางระหว่างการเดินทาง โดยเฉพาะอย่างยิ่งเมื่อยานพาหนะเสีย (บริการลากจูง), ความช่วยเหลือแก่ผู้ขับขี่และนักเดินทางระหว่างการเดินทาง โดยเฉพาะอย่างยิ่งเมื่อยานพาหนะเสีย (บริการลากจูง)
Output: บริการจัดส่งถึงบ้านสำหรับผลิตภัณฑ์ยาและผลิตภัณฑ์เสริมสุขภาพ, บริการจัดส่งถึงบ้านสำหรับผลิตภัณฑ์ยาและผลิตภัณฑ์เสริมสุขภาพ
,
,
,
,
Output: การส่งคืนและขนส่งนักขับรถยนต์และนักเดินทางในกรณีเกิดอุบัติเหตุหรือเจ็บป่วย, การส่งคืนและขนส่งนักขับรถยนต์และนักเดินทางในกรณีเกิดอุบัติเหตุหรือเจ็บป่วย
Output: ที่ปรึกษาด้านการออกแบบและพัฒนาคอมพิวเตอร์, ที่ปรึกษาด้านการออกแบบและพัฒนาคอมพิวเตอร์
"## Output:
การเขียนโปรแกรมซอฟต์แวร์สำหรับแพลตฟอร์มอินเทอร์เน็ต", การเขียนโปรแกรมซอฟต์แวร์สำหรับแพลตฟอร์มอินเทอร์เน็ต
,
Output: บริการให้คำปรึกษาเกี่ยวกับการสร้างและการออกแบบเว็บไซต์เพื่อธุรกิจพาณิชย์อิเล็กทรอนิกส์, บริการให้คำปรึกษาเกี่ยวกับการสร้างและการออกแบบเว็บไซต์เพื่อธุรกิจพาณิชย์อิเล็กทรอนิกส์
Output: การออกแบบและพัฒนาหน้าแรกของเว็บไซต์ และ เว็บไซต์, การออกแบบและพัฒนาหน้าแรกของเว็บไซต์ และ เว็บไซต์
,
Output: การติดตั้ง บำรุงรักษา และซ่อมแซม ซอฟต์แวร์, การติดตั้ง บำรุงรักษา และซ่อมแซม ซอฟต์แวร์
,
,
Output: ผ้ากันเปื้อนเด็กทารก ที่ไม่ใช่ของกระดาษ, ผ้ากันเปื้อนเด็กทารก ที่ไม่ใช่ของกระดาษ
,
Output: หน่วยงานบริการด้านกระบวนการทางกฎหมายที่เกี่ยวข้องกับคดีความหรือปัญหาทางกฎหมายอื่นๆ, หน่วยงานบริการด้านกระบวนการทางกฎหมายที่เกี่ยวข้องกับคดีความหรือปัญหาทางกฎหมายอื่นๆ
"Output: คำแนะนำทางกฎหมายในการตอบสนองต่อคำเชิญชวนให้เสนอราคา
", คำแนะนำทางกฎหมายในการตอบสนองต่อคำเชิญชวนให้เสนอราคา
"Output: หน่วยงานเพื่อการจดทะเบียนทางกฎหมายหรือฝากทรัพย์สิน
", หน่วยงานเพื่อการจดทะเบียนทางกฎหมายหรือฝากทรัพย์สิน
Output: หน่วยงานเพื่อดำเนินการเกี่ยวกับสิทธิในทรัพย์สินอุตสาหกรรม, หน่วยงานเพื่อดำเนินการเกี่ยวกับสิทธิในทรัพย์สินอุตสาหกรรม
Output: บริการทางกฎหมายเกี่ยวกับการเจรจาสัญญาแทนผู้อื่น, บริการทางกฎหมายเกี่ยวกับการเจรจาสัญญาแทนผู้อื่น
,
"บริการให้คำปรึกษาทางธุรกิจด้านการจัดการต้นทุน การเรียกเก็บเงินและการเข้ารหัสทางการแพทย์ การบริหารสำนักงาน การวิเคราะห์ข้อมูล และเทคโนโลยีมือถือ สำหรับผู้ให้บริการด้านสุขภาพ
",บริการให้คำปรึกษาทางธุรกิจด้านการจัดการต้นทุน การเรียกเก็บเงินและการเข้ารหัสทางการแพทย์ การบริหารสำนักงาน การวิเคราะห์ข้อมูล และเทคโนโลยีมือถือ สำหรับผู้ให้บริการด้านสุขภาพ
"Output: บริการให้คำปรึกษาทางธุรกิจแก่ผู้ให้บริการด้านสุขภาพ
", บริการให้คำปรึกษาทางธุรกิจแก่ผู้ให้บริการด้านสุขภาพ
Output: บริการโฆษณาเพื่อส่งเสริมความตระหนักรู้แก่บุคลากรทางการแพทย์และผู้บริโภคเกี่ยวกับสุขภาพ ความสมบูรณ์แข็งแรง และการจัดการโรค, บริการโฆษณาเพื่อส่งเสริมความตระหนักรู้แก่บุคลากรทางการแพทย์และผู้บริโภคเกี่ยวกับสุขภาพ ความสมบูรณ์แข็งแรง และการจัดการโรค
Output: บริการโฆษณาเพื่อส่งเสริมความตระหนักรู้แก่บุคลากรทางการแพทย์และผู้บริโภคเกี่ยวกับเทคนิคทางการแพทย์และการผ่าตัด, บริการโฆษณาเพื่อส่งเสริมความตระหนักรู้แก่บุคลากรทางการแพทย์และผู้บริโภคเกี่ยวกับเทคนิคทางการแพทย์และการผ่าตัด
,
Output: การให้ข้อมูลผู้บริโภคในสาขาของการวินิจฉัยทางการแพทย์ ผลิตภัณฑ์ อุปกรณ์ และบริการทางการแพทย์ ศัลยกรรมและการดูแลสุขภาพ, การให้ข้อมูลผู้บริโภคในสาขาของการวินิจฉัยทางการแพทย์ ผลิตภัณฑ์ อุปกรณ์ และบริการทางการแพทย์ ศัลยกรรมและการดูแลสุขภาพ
Output: สารเคมีและผลิตภัณฑ์ (รวมถึงสารช่วยหมักที่ทำจากสารเคมีเป็นส่วนใหญ่) สำหรับใช้ในการผลิตอาหารและเครื่องดื่ม, สารเคมีและผลิตภัณฑ์ (รวมถึงสารช่วยหมักที่ทำจากสารเคมีเป็นส่วนใหญ่) สำหรับใช้ในการผลิตอาหารและเครื่องดื่ม
Output: สารเคมีรีเอเจนต์ (ยกเว้นเพื่อวัตถุประสงค์ทางการแพทย์หรือสัตวแพทย์), สารเคมีรีเอเจนต์ (ยกเว้นเพื่อวัตถุประสงค์ทางการแพทย์หรือสัตวแพทย์)
,
Output: โพลีแซ็กคาไรด์สำหรับการผลิตอาหารและเครื่องดื่ม, โพลีแซ็กคาไรด์สำหรับการผลิตอาหารและเครื่องดื่ม
"Output: โปรตีน รวมถึงแมนโนโปรตีน สำหรับอุตสาหกรรมอาหารและเครื่องดื่ม
", โปรตีน รวมถึงแมนโนโปรตีน สำหรับอุตสาหกรรมอาหารและเครื่องดื่ม
Output: สารอาหารยีสต์ สำหรับใช้ในการผลิตอาหารและเครื่องดื่ม, สารอาหารยีสต์ สำหรับใช้ในการผลิตอาหารและเครื่องดื่ม
Output: สารสกัดจากการหมัก ตัวช่วยในการหมัก และธัญพืชที่ผ่านการหมัก สำหรับใช้เป็นสารปรุงแต่งในอุตสาหกรรมอาหารและเครื่องดื่ม, สารสกัดจากการหมัก ตัวช่วยในการหมัก และธัญพืชที่ผ่านการหมัก สำหรับใช้เป็นสารปรุงแต่งในอุตสาหกรรมอาหารและเครื่องดื่ม
Output: สารชีวเคมีและผลิตภัณฑ์สำหรับการผลิตอาหารและเครื่องดื่ม, สารชีวเคมีและผลิตภัณฑ์สำหรับการผลิตอาหารและเครื่องดื่ม
Output: ส่วนผสมยีสต์ที่ทำจากยีสต์เป็นส่วนใหญ่, ส่วนผสมยีสต์ที่ทำจากยีสต์เป็นส่วนใหญ่
"Output: ผลิตภัณฑ์ยีสต์สำหรับอาหารและเครื่องดื่ม
", ผลิตภัณฑ์ยีสต์สำหรับอาหารและเครื่องดื่ม
Output: การเตรียมที่ทำจากยีสต์ สารสกัดจากยีสต์ ผลิตภัณฑ์จากยีสต์ หรือจุลินทรีย์ สำหรับใช้เป็นส่วนผสมในการผลิตเบียร์, การเตรียมที่ทำจากยีสต์ สารสกัดจากยีสต์ ผลิตภัณฑ์จากยีสต์ หรือจุลินทรีย์ สำหรับใช้เป็นส่วนผสมในการผลิตเบียร์
Output: เรือนกระจกแบบเคลื่อนย้ายได้ทำจากโลหะ สำหรับใช้ในครัวเรือน, เรือนกระจกแบบเคลื่อนย้ายได้ทำจากโลหะ สำหรับใช้ในครัวเรือน
Output: ป้ายโฆษณาทำจากกระดาษหรือกระดาษแข็ง, ป้ายโฆษณาทำจากกระดาษหรือกระดาษแข็ง
,
Output: ครีมบำรุงผิวพรรณ [ยกเว้นชนิดที่ใช้ยา], ครีมบำรุงผิวพรรณ [ยกเว้นชนิดที่ใช้ยา]
Output: เจลแต่งผิวเพื่อการดูแลผิวพรรณ, เจลแต่งผิวเพื่อการดูแลผิวพรรณ
Output: เครื่องสำอางสำหรับการบำบัดผิวหนัง, เครื่องสำอางสำหรับการบำบัดผิวหนัง
Output: แผ่นแปะผิวหนังที่บรรจุหรือแช่ด้วยผลิตภัณฑ์เครื่องสำอาง, แผ่นแปะผิวหนังที่บรรจุหรือแช่ด้วยผลิตภัณฑ์เครื่องสำอาง
Output: แผ่นแปะหน้าที่มีหรือชุ่มด้วยสารปรุงแต่งเครื่องสำอาง, แผ่นแปะหน้าที่มีหรือชุ่มด้วยสารปรุงแต่งเครื่องสำอาง
"Output: สครับขัดผิวหน้า
", สครับขัดผิวหน้า
Output: สครับขัดผิว สำหรับร่างกาย, สครับขัดผิว สำหรับร่างกาย
Output: ผลัดเซลล์ผิวเพื่อการดูแลผิวพรรณ, ผลัดเซลล์ผิวเพื่อการดูแลผิวพรรณ
Output: สารขัดผิวเพื่อการทำความสะอาดผิวหนัง, สารขัดผิวเพื่อการทำความสะอาดผิวหนัง
Output: เจลแต่งหน้าสำหรับใบหน้า มือ และร่างกาย, เจลแต่งหน้าสำหรับใบหน้า มือ และร่างกาย
Output: เครื่องสำอางสำหรับการกระชับผิว, เครื่องสำอางสำหรับการกระชับผิว
Output: สครับผิวหน้าและผิวกาย, สครับผิวหน้าและผิวกาย
,
Output: กล่องที่ออกแบบเฉพาะสำหรับการอุปกรณ์กีฬา, กล่องที่ออกแบบเฉพาะสำหรับการอุปกรณ์กีฬา
Output: กาวสาร ไม่ใช่สำหรับการแพทย์ งานครัวเรือน และงานเครื่องเขียน, กาวสาร ไม่ใช่สำหรับการแพทย์ งานครัวเรือน และงานเครื่องเขียน
Output: สารละลายเจือจางและตัวยึดเกาะสำหรับสีทาเล็บ, สารละลายเจือจางและตัวยึดเกาะสำหรับสีทาเล็บ
,
"Output: สารแต่งสี สำหรับอาหาร ยา และเครื่องดื่ม
", สารแต่งสี สำหรับอาหาร ยา และเครื่องดื่ม
"Output: ผงหมึก (รวมถึงตลับผงหมึกแบบเติม)
", ผงหมึก (รวมถึงตลับผงหมึกแบบเติม)
,
"Output: การสรรหาบุคลากร, การจัดหาบุคลากร, หน่วยงานจัดหางาน, หน่วยงานนำเข้าส่งออก"," การสรรหาบุคลากร, การจัดหาบุคลากร, หน่วยงานจัดหางาน, หน่วยงานนำเข้าส่งออก"
,
Output: บริการก่อสร้าง การให้เช่าเครื่องจักรและอุปกรณ์ก่อสร้าง บริการทำความสะอาดอาคาร (ภายในและภายนอก) พื้นที่สาธารณะ สถานประกอบการอุตสาหกรรม, บริการก่อสร้าง การให้เช่าเครื่องจักรและอุปกรณ์ก่อสร้าง บริการทำความสะอาดอาคาร (ภายในและภายนอก) พื้นที่สาธารณะ สถานประกอบการอุตสาหกรรม
,
"Output: ที่ยึดจักรยานและสามล้อ (อะไหล่จักรยานและสามล้อ)
", ที่ยึดจักรยานและสามล้อ (อะไหล่จักรยานและสามล้อ)
"Output: ส่วนผสมที่ไม่ใช่แอลกอฮอล์สำหรับการทำเครื่องดื่ม
", ส่วนผสมที่ไม่ใช่แอลกอฮอล์สำหรับการทำเครื่องดื่ม
,
,
ผลไม้รสซ่าผสมชา,ผลไม้รสซ่าผสมชา
,
Output: โครงสร้างที่รวมตู้เย็นและช่องแช่แข็ง, โครงสร้างที่รวมตู้เย็นและช่องแช่แข็ง
Output: แผ่นทำความร้อนสำหรับใช้ในครัวเรือน, แผ่นทำความร้อนสำหรับใช้ในครัวเรือน
,
Output: ฮีตซิงค์สำหรับใช้ในเครื่องทำความร้อน, ฮีตซิงค์สำหรับใช้ในเครื่องทำความร้อน
,
,
"ผลักดันให้เกิดการเปลี่ยนแปลงในชีวิตประจำวันของคุณด้วยเทคโนโลยีที่ทันสมัยและใช้งานง่ายของเรา!
",ผลักดันให้เกิดการเปลี่ยนแปลงในชีวิตประจำวันของคุณด้วยเทคโนโลยีที่ทันสมัยและใช้งานง่ายของเรา!
Output: เตาอบ นอกเหนือจากการใช้ในห้องปฏิบัติการ, เตาอบ นอกเหนือจากการใช้ในห้องปฏิบัติการ
Output: อ่างครัวที่มีตะกร้าขนาดเล็กแบบผสานรวมทำจากเหล็กและพลาสติก, อ่างครัวที่มีตะกร้าขนาดเล็กแบบผสานรวมทำจากเหล็กและพลาสติก
"Output: อ่างครัวที่มีระบบบำบัดน้ำทิ้งในตัวและเขียงไม้
", อ่างครัวที่มีระบบบำบัดน้ำทิ้งในตัวและเขียงไม้
,
,
,
Output: การเตรียมสารประกอบแบคทีเรีย นอกเหนือจากการใช้ทางการแพทย์และสัตวแพทย์, การเตรียมสารประกอบแบคทีเรีย นอกเหนือจากการใช้ทางการแพทย์และสัตวแพทย์
Output: สารปรุงรสจากนมเพื่ออุตสาหกรรมอาหาร, สารปรุงรสจากนมเพื่ออุตสาหกรรมอาหาร
"Output: น้ำผลไม้เข้มข้นสำหรับทำเครื่องดื่ม
", น้ำผลไม้เข้มข้นสำหรับทำเครื่องดื่ม
Output: ฟิล์มป้องกันสำหรับหน้าจอโทรศัพท์มือถือ, ฟิล์มป้องกันสำหรับหน้าจอโทรศัพท์มือถือ
,
,
Output: เครื่องประมวลผลสัญญาณเพื่อตรวจสอบและควบคุมการทำงานและสถานะของอุปกรณ์หรือระบบไฟฟ้า อิเล็กทรอนิกส์ และเครื่องกลอื่นๆ จากระยะไกล, เครื่องประมวลผลสัญญาณเพื่อตรวจสอบและควบคุมการทำงานและสถานะของอุปกรณ์หรือระบบไฟฟ้า อิเล็กทรอนิกส์ และเครื่องกลอื่นๆ จากระยะไกล
,
,
,
,
Output: โปรแกรมคอมพิวเตอร์ที่บันทึกไว้สำหรับการควบคุมตัวกระตุ้นไฟฟ้า, โปรแกรมคอมพิวเตอร์ที่บันทึกไว้สำหรับการควบคุมตัวกระตุ้นไฟฟ้า
Output: อุปกรณ์อิเล็กทรอนิกส์สำหรับการควบคุมระยะไกลของตัวกระตุ้นอิเล็กทรอนิกส์, อุปกรณ์อิเล็กทรอนิกส์สำหรับการควบคุมระยะไกลของตัวกระตุ้นอิเล็กทรอนิกส์
Output: ตัวควบคุมมอเตอร์สเต็ปอิเล็กทรอนิกส์สำหรับการควบคุมตัวขับเคลื่อนด้วยไฟฟ้า, ตัวควบคุมมอเตอร์สเต็ปอิเล็กทรอนิกส์สำหรับการควบคุมตัวขับเคลื่อนด้วยไฟฟ้า
,
,
,
Output: อุปกรณ์สำหรับการเคลื่อนที่ทางบก ทางอากาศ และทางน้ำ, อุปกรณ์สำหรับการเคลื่อนที่ทางบก ทางอากาศ และทางน้ำ
Output: นม ชีส เนย โยเกิร์ต และผลิตภัณฑ์นมอื่นๆ, นม ชีส เนย โยเกิร์ต และผลิตภัณฑ์นมอื่นๆ
Output: ไอศกรีม ผลไม้แช่แข็ง และผลิตภัณฑ์น้ำแข็งที่บริโภคได้ชนิดอื่นๆ, ไอศกรีม ผลไม้แช่แข็ง และผลิตภัณฑ์น้ำแข็งที่บริโภคได้ชนิดอื่นๆ
Output: เกลือ เครื่องปรุงรส ผลเครื่องเทศ สมุนไพรดองสุก, เกลือ เครื่องปรุงรส ผลเครื่องเทศ สมุนไพรดองสุก
Output: หัวหอม ต้นอ่อน และธัญพืช (เมล็ดพันธุ์) ในรูปแบบวัสดุขยายพันธุ์, หัวหอม ต้นอ่อน และธัญพืช (เมล็ดพันธุ์) ในรูปแบบวัสดุขยายพันธุ์
"Output: อาหารสัตว์และเครื่องดื่มสำหรับสัตว์
", อาหารสัตว์และเครื่องดื่มสำหรับสัตว์
"Output: ไซรัปและสารปรุงแต่งอื่นๆ ที่ไม่ใช่เครื่องดื่มแอลกอฮอล์สำหรับการทำเครื่องดื่ม
", ไซรัปและสารปรุงแต่งอื่นๆ ที่ไม่ใช่เครื่องดื่มแอลกอฮอล์สำหรับการทำเครื่องดื่ม
"output: การค้าส่งและค้าปลีกเกี่ยวกับยานพาหนะ ยานพาหนะทางน้ำ พาหนะ อาหาร เครื่องดื่มแอลกอฮอล์และไม่เป็นแอลกอฮอล์ สินค้าราษฎรเกษตร พืชสวน ป่าไม้ และป่าสงวน
", การค้าส่งและค้าปลีกเกี่ยวกับยานพาหนะ ยานพาหนะทางน้ำ พาหนะ อาหาร เครื่องดื่มแอลกอฮอล์และไม่เป็นแอลกอฮอล์ สินค้าราษฎรเกษตร พืชสวน ป่าไม้ และป่าสงวน
