PRED,PRED_cleaned
อุปกรณ์และของใช้ต่างๆ ที่จัดใช้สำหรับการปรุงอาหาร การทำให้ร้อน การปรุงอาหาร และการผลิตอาหารและเครื่องดื่มโดยใช้ความร้อนอีกทางหนึ่งซึ่งรวมอยู่ในประเภทนี้,อุปกรณ์และของใช้ต่างๆ ที่จัดใช้สำหรับการปรุงอาหาร การทำให้ร้อน การปรุงอาหาร และการผลิตอาหารและเครื่องดื่มโดยใช้ความร้อนอีกทางหนึ่งซึ่งรวมอยู่ในประเภทนี้
Organizingตอนจองข้อตกลงทางธุรกิจและเศรษฐกิจผ่านทางอินเทอร์เน็ต,ตอนจองข้อตกลงทางธุรกิจและเศรษฐกิจผ่านทางอินเทอร์เน็ต
Organisatie van handelsbeurzen voor commerciële doeleinden en reclame,       
presentatioin ของบริษัทในอินเตอร์เน็ตและสื่ออื่นๆ, ของบริษัทในอินเตอร์เน็ตและสื่ออื่นๆ
Planing & Monitorinng Business Development Relating To Organisation Matters,        
Management โปรแจ็ตขององค์กรในภาคผลิตภัณฑ์อุปกรณ์เครื่องจักรอุปกรณ์และพืชโลจิสติกส์, โปรแจ็ตขององค์กรในภาคผลิตภัณฑ์อุปกรณ์เครื่องจักรอุปกรณ์และพืชโลจิสติกส์
Development conceptualizationของแผงใช้อุปกรณ์ที่จะตีคู่กับโซลูชันการผลิตจากมุมมองธุรกิจมืออาชีพ (การจัดการสถานที่), ของแผงใช้อุปกรณ์ที่จะตีคู่กับโซลูชันการผลิตจากมุมมองธุรกิจมืออาชีพ (การจัดการสถานที่)
Serviceที่ปรึกษาและช่วยเหลือในเชิงพาณิชย์สำหรับซื้อจัดหาอุปกรณ์ เครื่องจักร ระบบและโรงงานผลิต,ที่ปรึกษาและช่วยเหลือในเชิงพาณิชย์สำหรับซื้อจัดหาอุปกรณ์ เครื่องจักร ระบบและโรงงานผลิต
Management commerciel d'énergie et de ressources,  '   
Optimizationของการทำงานและผลิตภัณฑ์ในปัจจุบันอีกครั้งโดยพื้นฐานทางธุรกิจ การพัฒนากระบวนการและผลิตภัณฑ์ใหม่ๆ โดยพื้นฐานทางธุรกิจ,ของการทำงานและผลิตภัณฑ์ในปัจจุบันอีกครั้งโดยพื้นฐานทางธุรกิจ การพัฒนากระบวนการและผลิตภัณฑ์ใหม่ๆ โดยพื้นฐานทางธุรกิจ
The writing down operations manual about techniques operation.,       .
Kารเขียนตอนประกอบแผ่นงานที่ใช้ภาพถ่ายและภาพยนตร์โดยไม่ใช้เพื่อการโฆษณา,ารเขียนตอนประกอบแผ่นงานที่ใช้ภาพถ่ายและภาพยนตร์โดยไม่ใช้เพื่อการโฆษณา
đưa vào sản xuất bảng ghi âm thanh hoặc hình,         
Processingภาพดิจิตอล (แก้ไขภาพถ่าย) และการเขียนและเผยแพร่ข้อความในทางดิจิตัลโดยไม่ใช้เป็นโฆษณา,ภาพดิจิตอล (แก้ไขภาพถ่าย) และการเขียนและเผยแพร่ข้อความในทางดิจิตัลโดยไม่ใช้เป็นโฆษณา
Kารจัดทำรายงานทางเทคนิคและการตรวจสอบผลิตภัณฑ์ให้มีคุณภาพสูงขึ้นเพื่อปฏิบัติตามข้อกำหนดในการรับรอง,ารจัดทำรายงานทางเทคนิคและการตรวจสอบผลิตภัณฑ์ให้มีคุณภาพสูงขึ้นเพื่อปฏิบัติตามข้อกำหนดในการรับรอง
"Design, พัฒนา, จัดการและบำรุงรักษาปอร์ทัลออนไลน์โดยตรงในประเด็นทางเทคนิคและ / หรือทางเศรษฐกิจของลูกค้า",", พัฒนา, จัดการและบำรุงรักษาปอร์ทัลออนไลน์โดยตรงในประเด็นทางเทคนิคและ / หรือทางเศรษฐกิจของลูกค้า"
Bระบบให้ข้อมูลและช่วยเหลือทางเทคนิคแก่ผู้ซื้อ (ปรึกษา) <en> บริการตอบคำถามและช่วยเหลือจากฝ่ายเทคนิค,ระบบให้ข้อมูลและช่วยเหลือทางเทคนิคแก่ผู้ซื้อ (ปรึกษา)  บริการตอบคำถามและช่วยเหลือจากฝ่ายเทคนิค
B. ให้คำปรึกษาทางเทคนิคและช่วยเหลือในการจัดซื้ออุปกรณ์ เครื่องจักร อุปกรณ์ต่างๆ และโรงงานผลิต,. ให้คำปรึกษาทางเทคนิคและช่วยเหลือในการจัดซื้ออุปกรณ์ เครื่องจักร อุปกรณ์ต่างๆ และโรงงานผลิต
Provision Of Information Concerning Research And Technical Project Studies Relating To The Usage On Natural Energy,               
Optimizationทางเทคนิคของกระบวนการและผลิตภัณฑ์ที่มีอยู่พัฒนาทางเทคนิคใหม่ของกระบวนการและผลิตภัณฑ์,ทางเทคนิคของกระบวนการและผลิตภัณฑ์ที่มีอยู่พัฒนาทางเทคนิคใหม่ของกระบวนการและผลิตภัณฑ์
ให้คำปรึกษาทางเทคนิคและตรวจสอบโดยใช้ศูนย์เทคโนโลยีการผลิต การศึกษาความเป็นไปได้ทางวิศวกรรม การถ่ายโอนของผลิตภัณฑ์ทางเทคนิค การปรับขนาดทางเทคนิค การวิเคราะห์ทางเทคนิคและการประเมินผลิตภัณฑ์,ให้คำปรึกษาทางเทคนิคและตรวจสอบโดยใช้ศูนย์เทคโนโลยีการผลิต การศึกษาความเป็นไปได้ทางวิศวกรรม การถ่ายโอนของผลิตภัณฑ์ทางเทคนิค การปรับขนาดทางเทคนิค การวิเคราะห์ทางเทคนิคและการประเมินผลิตภัณฑ์
"creation, ออกแบบ, ติดตั้ง, ทดสอบใช้งาน, ตรวจสอบ, บำรุงรักษา, ซ่อมแซมและปรับปรุงซอฟต์แวร์",", ออกแบบ, ติดตั้ง, ทดสอบใช้งาน, ตรวจสอบ, บำรุงรักษา, ซ่อมแซมและปรับปรุงซอฟต์แวร์"
EQUITIES AND REAL PROPERTIES,   
Clipper ตัดผมแบบใช้ไฟฟ้าหรือที่ไม่ใช้ไฟฟ้า, ตัดผมแบบใช้ไฟฟ้าหรือที่ไม่ใช้ไฟฟ้า
อะแปตท์และชุดใช้งานโดยผู้ถือของจับด้วยมือสำหรับการเพาะปลูกทางการเกษตร การทำสวน และการจัดภูมิทัศน์,อะแปตท์และชุดใช้งานโดยผู้ถือของจับด้วยมือสำหรับการเพาะปลูกทางการเกษตร การทำสวน และการจัดภูมิทัศน์
helmet ป้องกันจากความร้อน, ป้องกันจากความร้อน
case ที่ใช้จัดเก็บปลอกแข็งพื้นผิวสำหรับโทรศัพท์มือถือและสมาร์ตโฟน, ที่ใช้จัดเก็บปลอกแข็งพื้นผิวสำหรับโทรศัพท์มือถือและสมาร์ตโฟน
machine et appareils de contrôle automatique des températures,       
Incubatorที่ใช้อุณหภูมิคงที่สำหรับใช้ในห้องปฏิบัติการ,ที่ใช้อุณหภูมิคงที่สำหรับใช้ในห้องปฏิบัติการ
สมาร์ทโฟนและชิ้นส่วนต่อพ่วงของสมาร์ทโฟนเป็นผู้ใช้ปลายทาง,สมาร์ทโฟนและชิ้นส่วนต่อพ่วงของสมาร์ทโฟนเป็นผู้ใช้ปลายทาง
โทรศัพท์มือถือและชิ้นส่วนต่างๆ ของโทรศัพท์มือถือและอุปกรณ์เสริมของโทรศัพท์มือถือ,โทรศัพท์มือถือและชิ้นส่วนต่างๆ ของโทรศัพท์มือถือและอุปกรณ์เสริมของโทรศัพท์มือถือ
machine et appareil de télémesure pour commander à distance des robot industriels,           
เซ็นเซอร์ [เครื่องชี้ขาด] ที่ใช้งานไม่ใช่แพทย์,เซ็นเซอร์ [เครื่องชี้ขาด] ที่ใช้งานไม่ใช่แพทย์
ตัวจัดเก็บข้อมูลที่บันทึกโปรแกรมคอมพิวเตอร์,ตัวจัดเก็บข้อมูลที่บันทึกโปรแกรมคอมพิวเตอร์
เครื่องจักรและอุปกรณ์ที่ใช้ในการกระจายพลังงานไฟฟ้าหรือควบคุมพลังงานไฟฟ้าและชิ้นส่วนต่างๆของเครื่องเหล่านี้,เครื่องจักรและอุปกรณ์ที่ใช้ในการกระจายพลังงานไฟฟ้าหรือควบคุมพลังงานไฟฟ้าและชิ้นส่วนต่างๆของเครื่องเหล่านี้
เครื่องจักรและอุปกรณ์ที่ใช้สำหรับการสำรวจและชิ้นส่วนต่างๆ ของพวกมัน,เครื่องจักรและอุปกรณ์ที่ใช้สำหรับการสำรวจและชิ้นส่วนต่างๆ ของพวกมัน
เครื่องและอุปกรณ์ตรวจสอบขนาดหรือทดสอบและชิ้นส่วนและอุปกรณ์เสริมของพวกมัน,เครื่องและอุปกรณ์ตรวจสอบขนาดหรือทดสอบและชิ้นส่วนและอุปกรณ์เสริมของพวกมัน
EQUILIBRIUM CHARGER FOR BATTERY DRIVEN VEHICLES AND PARTS THEREFOR,        
อุปกรณ์และชิ้นส่วนต่างๆของอุปกรณ์ที่ใช้ควบคุม ทดสอบ และตรวจสอบไฟฟ้าพื้นฐานและผู้ติดตั้งเฉพาะของอุปกรณ์เหล่านี้,อุปกรณ์และชิ้นส่วนต่างๆของอุปกรณ์ที่ใช้ควบคุม ทดสอบ และตรวจสอบไฟฟ้าพื้นฐานและผู้ติดตั้งเฉพาะของอุปกรณ์เหล่านี้
ผู้ช่วยที่ใช้งานแบบดิจิตอลส่วนบุคคลและชิ้นส่วนและอุปกรณ์เสริมของพวกมัน,ผู้ช่วยที่ใช้งานแบบดิจิตอลส่วนบุคคลและชิ้นส่วนและอุปกรณ์เสริมของพวกมัน
โทรศัพท์แผงตะขอปฏิบัติการและชิ้นส่วนและอุปกรณ์เสริมของโทรศัพท์แผงตะขอปฏิบัติการ</p>,โทรศัพท์แผงตะขอปฏิบัติการและชิ้นส่วนและอุปกรณ์เสริมของโทรศัพท์แผงตะขอปฏิบัติการ
อุปกรณ์และชิ้นส่วนโทรคมนาคมและต่อขยายของพวกมัน,อุปกรณ์และชิ้นส่วนโทรคมนาคมและต่อขยายของพวกมัน
ชุดปฏิบัติการจากระยะไกลแบบไร้สายสำหรับพาหนะขนส่ง,ชุดปฏิบัติการจากระยะไกลแบบไร้สายสำหรับพาหนะขนส่ง
"machine, อุปกรณ์และชิ้นส่วนของพวกมันที่ใช้งานโดยอีเล็กตรอนิกส์สำหรับระบบตรวจสอบระยะไกล",", อุปกรณ์และชิ้นส่วนของพวกมันที่ใช้งานโดยอีเล็กตรอนิกส์สำหรับระบบตรวจสอบระยะไกล"
เครื่องจักรอิเล็กทรอนิกส์และชิ้นส่วนต่างๆ ของพวกมันและอุปกรณ์เสริมของพวกมัน,เครื่องจักรอิเล็กทรอนิกส์และชิ้นส่วนต่างๆ ของพวกมันและอุปกรณ์เสริมของพวกมัน
"พวงกุญแจ, ที่ใส่ปุ่มกุญแจและโซ่ขอต่อปุ่มกุญแจ","พวงกุญแจ, ที่ใส่ปุ่มกุญแจและโซ่ขอต่อปุ่มกุญแจ"
Charms แข็งตะขอโซ่ใส่ปลอกพลาสติกและผู้ถือกุญแจ, แข็งตะขอโซ่ใส่ปลอกพลาสติกและผู้ถือกุญแจ
Keyring พร้อมที่เปิดขวด, พร้อมที่เปิดขวด
Boxesที่ประดิษฐ์ขึ้นโดยเฉพาะอย่างยิ่งให้บรรจุเครื่องประดับแต่งตัวและชิ้นเครื่องประดับส่วนบุคคล,ที่ประดิษฐ์ขึ้นโดยเฉพาะอย่างยิ่งให้บรรจุเครื่องประดับแต่งตัวและชิ้นเครื่องประดับส่วนบุคคล
ตู้โต๊ะที่ใช้จัดเป็นของเอกสารและซึ่งถือเป็นอุปกรณ์สำนักงาน [อุปกรณ์สำนักงาน],ตู้โต๊ะที่ใช้จัดเป็นของเอกสารและซึ่งถือเป็นอุปกรณ์สำนักงาน [อุปกรณ์สำนักงาน]
Holders ใบปะทะผู้ถือที่ทำจากโลหะหรือหนัง, ใบปะทะผู้ถือที่ทำจากโลหะหรือหนัง
ตะขอปิดที่ใช้แถบผูกโซ่สำหรับพกบัตรประจำตัวและบัตรประจำตัวประชาชน [อุปกรณ์สำนักงาน],ตะขอปิดที่ใช้แถบผูกโซ่สำหรับพกบัตรประจำตัวและบัตรประจำตัวประชาชน [อุปกรณ์สำนักงาน]
แผงตะขอพับใช้ปฏิบัติการที่ถือป้ายชื่อและบัตรประจำตัว [อุปกรณ์สำนักงาน],แผงตะขอพับใช้ปฏิบัติการที่ถือป้ายชื่อและบัตรประจำตัว [อุปกรณ์สำนักงาน]
Bagageที่ใช้พกพาแบบถือติดของที่ผลิตจากโพลีเอทิลีนหรือโพลีโปรพีลีน,ที่ใช้พกพาแบบถือติดของที่ผลิตจากโพลีเอทิลีนหรือโพลีโปรพีลีน
Tote bagที่ซื้อของแบบพกติดตัวผลิตจากโพลีเอทิลีนหรือโพลีโปรพิลีน, ที่ซื้อของแบบพกติดตัวผลิตจากโพลีเอทิลีนหรือโพลีโปรพิลีน
Kรถพกที่ผลิตจากกระดาษ,รถพกที่ผลิตจากกระดาษ
กระเป๋าใส่เงินที่อยู่ตรงกลางของโซ่แฮงค์เพื่อถือเหรียญ,กระเป๋าใส่เงินที่อยู่ตรงกลางของโซ่แฮงค์เพื่อถือเหรียญ
Bags used when transporting baggagesที่ผลิตจากพลาสติก,    ที่ผลิตจากพลาสติก
Flasks ที่ใช้ฉนวนป้องกันความร้อนขณะแตกง่าย, ที่ใช้ฉนวนป้องกันความร้อนขณะแตกง่าย
Kรถของอาหารกลางวันที่ฉนวนโดยผ้า,รถของอาหารกลางวันที่ฉนวนโดยผ้า
đánh bóng cho gậy โกล์ฟ,    โกล์ฟ
Totebagที่ฉนวนอุณหภูมิสำหรับใส่อาหารและเครื่องดื่ม,ที่ฉนวนอุณหภูมิสำหรับใส่อาหารและเครื่องดื่ม
งานศิลปะที่ผลิตจากพอร์ซเลน,งานศิลปะที่ผลิตจากพอร์ซเลน
Artikelที่ประดิษฐ์ขึ้นจากพอร์ซเลน,ที่ประดิษฐ์ขึ้นจากพอร์ซเลน
Artikelที่ประดิษฐ์ขึ้นจากพอร์ซเลนในรูปแบบของรถดั๊มพ์,ที่ประดิษฐ์ขึ้นจากพอร์ซเลนในรูปแบบของรถดั๊มพ์
งานศิลปะที่ผลิตจากแก้วใช้ภายในอาคาร,งานศิลปะที่ผลิตจากแก้วใช้ภายในอาคาร
Covering sleeveแข็งตัวที่ใช้พื้นฐานปีท์เอทิลีนเทเรฟธาลาต (PET) สำหรับฉลากขวด, แข็งตัวที่ใช้พื้นฐานปีท์เอทิลีนเทเรฟธาลาต () สำหรับฉลากขวด
ชุดอาหารแบบใช้ซ้ำได้สำหรับทารกและเด็ก โดยจะต้องปฏิบัติตามข้อกำหนดของผู้ผลิตเพื่อให้ถึงภาษีศุลกากรเฉพาะประเทศได้อย่างมีประสิทธิภาพ สำหรับส่วนประกอบที่ไม่ใช่ทองคำแท้,ชุดอาหารแบบใช้ซ้ำได้สำหรับทารกและเด็ก โดยจะต้องปฏิบัติตามข้อกำหนดของผู้ผลิตเพื่อให้ถึงภาษีศุลกากรเฉพาะประเทศได้อย่างมีประสิทธิภาพ สำหรับส่วนประกอบที่ไม่ใช่ทองคำแท้
Flasks ที่ใช้ฉนวนป้องกันความร้อนและต้านความร้อนพร้อมกัน, ที่ใช้ฉนวนป้องกันความร้อนและต้านความร้อนพร้อมกัน
ธงแข็งที่มีรูปตัวสามเหลี่ยมซึ่งไม่ใช่ผลิตจากกระดาษ,ธงแข็งที่มีรูปตัวสามเหลี่ยมซึ่งไม่ใช่ผลิตจากกระดาษ
Hình treo tường bằng vải,    
Cover made by fabric used with Pet Bottles,       
Toppers ที่ใช้ป้องกันอาร์ตแพ็กซ์โฮต์ ไม่ใช้สำหรับจุดประสงค์ทางการแพทย์หรือการป้องกัน, ที่ใช้ป้องกันอาร์ตแพ็กซ์โฮต์ ไม่ใช้สำหรับจุดประสงค์ทางการแพทย์หรือการป้องกัน
machine de divertissement automatique et à jetons,      
Ornamentsต้นคริสต์มาสที่ไม่ใช่แสงไฟ ขี้ผึ้ง และของประดับอื่นๆ,ต้นคริสต์มาสที่ไม่ใช่แสงไฟ ขี้ผึ้ง และของประดับอื่นๆ
ตุ๊กตีและของประดับที่ใช้เพื่อเล่น,ตุ๊กตีและของประดับที่ใช้เพื่อเล่น
Filmป้องกันที่ออกแบบมาสำหรับโทรศัพท์ขี้ผึ้ง,ป้องกันที่ออกแบบมาสำหรับโทรศัพท์ขี้ผึ้ง
Emoticonที่โอนข้อมูลได้สำหรับโทรศัพท์มือถือ,ที่โอนข้อมูลได้สำหรับโทรศัพท์มือถือ
Elements กราฟิกที่โอนข้อมูลแบบดาวน์โหลดได้สำหรับโทรศัพท์มือถือ, กราฟิกที่โอนข้อมูลแบบดาวน์โหลดได้สำหรับโทรศัพท์มือถือ
ตัวจารึกและที่เก็บข้อมูลในรูปดิจิทัลหรือแอนะล็อก,ตัวจารึกและที่เก็บข้อมูลในรูปดิจิทัลหรือแอนะล็อก
อุปกรณ์และเครื่องมือที่ใช้สำหรับบันทึก ถ่ายโอน ทำซ้ำหรือประมวลผลเสียงหรือภาพ,อุปกรณ์และเครื่องมือที่ใช้สำหรับบันทึก ถ่ายโอน ทำซ้ำหรือประมวลผลเสียงหรือภาพ
ที่จับ แหวน และตัวยึดปรับใช้งานโซมาร์ทโฟนได้,ที่จับ แหวน และตัวยึดปรับใช้งานโซมาร์ทโฟนได้
ตุ๊กตีและประตูของโลหะมีค่า,ตุ๊กตีและประตูของโลหะมีค่า
Artworkที่ผลิตจากโลหะมีค่าและอัลลอยของพวกมัน,ที่ผลิตจากโลหะมีค่าและอัลลอยของพวกมัน
Figureures made with valuable materials such as gold <en> รูปปั้นที่ผลิตจากโลหะมีค่ารองและอื่นๆ,         รูปปั้นที่ผลิตจากโลหะมีค่ารองและอื่นๆ
box ที่ใช้โลหะมีค่าและอลูมิเนียมผสมของพวกมัน, ที่ใช้โลหะมีค่าและอลูมิเนียมผสมของพวกมัน
braceletที่ประดับด้วยงานปักผ้าของตัวอักษรและตัวเลข [เครื่องประดับ],ที่ประดับด้วยงานปักผ้าของตัวอักษรและตัวเลข [เครื่องประดับ]
แหวนปกติและแหวนที่ใช้สอพลอข้อนิ้วมือ [เครื่องประดับ],แหวนปกติและแหวนที่ใช้สอพลอข้อนิ้วมือ [เครื่องประดับ]
Bagagebagar och påsar för resor som är avsedda att bära klädsel eller andra föremålen när man reser,                
สายรัดที่ผลิตจากหนังแท้หรือปลอม,สายรัดที่ผลิตจากหนังแท้หรือปลอม
สายโซ่ข้อแท็กผู้ใส่ตะปูเพื่อถือสิ่งของจากหนังหรือหนังปลอม,สายโซ่ข้อแท็กผู้ใส่ตะปูเพื่อถือสิ่งของจากหนังหรือหนังปลอม
Echarpesและผ้าโพกศีรษะที่ใช้สวมใส่,และผ้าโพกศีรษะที่ใช้สวมใส่
N้ำยาปากที่ใช้โดยตอนจะพูดและขณะการผึงฝีลมหายใจซึ่งไม่ใช้สำหรับการรักษาทางการแพทย์,้ำยาปากที่ใช้โดยตอนจะพูดและขณะการผึงฝีลมหายใจซึ่งไม่ใช้สำหรับการรักษาทางการแพทย์
Machine & Apparatices For Cleaning Electricity,     
Machine extraction presses แช่ปอกผลไม้ให้ฉีกของตู้ที่ใช้ในโฮมเพจ,   แช่ปอกผลไม้ให้ฉีกของตู้ที่ใช้ในโฮมเพจ
Table stand used on industry's Sewing Machine <en> table stands that hold up industrially produced stitchers,    '           
Coverletsที่ผลิตจากฝ้าย,ที่ผลิตจากฝ้าย
T-shirtแข็งตึงที่ช่องป๊อปปี้สำหรับทารกและเด็กเล็ก,-แข็งตึงที่ช่องป๊อปปี้สำหรับทารกและเด็กเล็ก
Apparat ที่ใช้โปรแอพต์ของ RFID ซึ่งถูกใช้ในการจัดการโลจิสติกส์สื่อสารผ่านคลื่นความถี่วิทยุ, ที่ใช้โปรแอพต์ของ  ซึ่งถูกใช้ในการจัดการโลจิสติกส์สื่อสารผ่านคลื่นความถี่วิทยุ
System จัดการโลจิสติกที่ใช้อุปกรณ์สื่อสารแบบถูกระบุผ่านคลื่นความถี่วิทยุ (RFID) เพื่อการระบุตัวตนของสิ่งของ, จัดการโลจิสติกที่ใช้อุปกรณ์สื่อสารแบบถูกระบุผ่านคลื่นความถี่วิทยุ () เพื่อการระบุตัวตนของสิ่งของ
cardholder identification numbers stored electronically on magnetic stripes,       
"ชิปแอพพลิเคชั่นที่ใช้ติดฉลากผู้ถือของ NFC</p"">",ชิปแอพพลิเคชั่นที่ใช้ติดฉลากผู้ถือของ 
เซอร์เวอร์สำหรับระบบโฮมเน็ตเวิร์ก,เซอร์เวอร์สำหรับระบบโฮมเน็ตเวิร์ก
Server จัดเก็บข้อมูลวิดีโอแบบดิจิทัลซึ่งต่อการใช้เป็นเครือข่าย, จัดเก็บข้อมูลวิดีโอแบบดิจิทัลซึ่งต่อการใช้เป็นเครือข่าย
Softwareของคอมพิวเตอร์ที่ใช้สำหรับถ่ายและประกาศผู้โฆษณาเฉพาะภาพเสียง วิดีโอ และเนื้อหามัลติมีเดีย,ของคอมพิวเตอร์ที่ใช้สำหรับถ่ายและประกาศผู้โฆษณาเฉพาะภาพเสียง วิดีโอ และเนื้อหามัลติมีเดีย
ซอฟต์แวร์คอมพิวเตอร์ที่ใช้ประมวลผลไฟล์ภาพดิจิทัล,ซอฟต์แวร์คอมพิวเตอร์ที่ใช้ประมวลผลไฟล์ภาพดิจิทัล
ซอฟต์แวร์คอมพิวเตอร์ที่ใช้ประมวลผลไฟล์เพลงดิจิทัล,ซอฟต์แวร์คอมพิวเตอร์ที่ใช้ประมวลผลไฟล์เพลงดิจิทัล
ซอฟต์แวร์คอมพิวเตอร์ที่เชื่อมโยงกับ DVB (การถ่ายภาพข้อมูลผ่านสัญญาณดิจิตัล),ซอฟต์แวร์คอมพิวเตอร์ที่เชื่อมโยงกับ  (การถ่ายภาพข้อมูลผ่านสัญญาณดิจิตัล)
ซอฟต์แวร์คอมพิวเตอร์ที่ใช้อนุญาตการเข้าถึงฐานข้อมูล,ซอฟต์แวร์คอมพิวเตอร์ที่ใช้อนุญาตการเข้าถึงฐานข้อมูล
Boxesตั้งโปรแกรมทีวีอินเทอร์เน็ตผ่านโปรโตคอล IP TV,ตั้งโปรแกรมทีวีอินเทอร์เน็ตผ่านโปรโตคอล  
Oุปกรณ์สตรีมชื่อของสื่อดิจิทัล,ุปกรณ์สตรีมชื่อของสื่อดิจิทัล
อุปกรณ์ที่ใช้โซลูชันแพ็กเจต์ของผู้ให้บริการเครือข่ายมือถือ,อุปกรณ์ที่ใช้โซลูชันแพ็กเจต์ของผู้ให้บริการเครือข่ายมือถือ
Apparat ใช้สื่อข้อมูลและตีความที่ปฏิบัติการโดยผู้ถือสิทธิ์สำหรับการแพร่ภาพกระจายเสียงทางวิทยุและโทรทัศน์และการส่งข้อมูลระยะไกล, ใช้สื่อข้อมูลและตีความที่ปฏิบัติการโดยผู้ถือสิทธิ์สำหรับการแพร่ภาพกระจายเสียงทางวิทยุและโทรทัศน์และการส่งข้อมูลระยะไกล
อุปกรณ์ที่ใช้สำหรับถ่ายข้อมูลเสียงและภาพดิจิตัล,อุปกรณ์ที่ใช้สำหรับถ่ายข้อมูลเสียงและภาพดิจิตัล
ชุดปลั๊กที่ใช้โต้ตอบผ่านโทรทัศน์,ชุดปลั๊กที่ใช้โต้ตอบผ่านโทรทัศน์
อุปกรณ์สำหรับส่งและรับข้อมูลที่ใช้โซ่ผสมภาพและเสียงต่างช่องสัญญาณ,อุปกรณ์สำหรับส่งและรับข้อมูลที่ใช้โซ่ผสมภาพและเสียงต่างช่องสัญญาณ
ชุดอีทีซีส์แพตช์ในประเภทของผู้จัดการฝึกงาน,ชุดอีทีซีส์แพตช์ในประเภทของผู้จัดการฝึกงาน
microphoneสำหรับเกมโทรทัศน์ใช้ภายในประจำบ้าน,สำหรับเกมโทรทัศน์ใช้ภายในประจำบ้าน
อีทูพีแอล (VoIP) ตัวปลายของโทรศัพท์ผ่าน IP,อีทูพีแอล () ตัวปลายของโทรศัพท์ผ่าน 
Set Top Boxes Over The TOP - OTT,      - 
อีทีพีแชนเนลต์ประเภทโอเวอร์เธอร์ท็อป (OTT) ใช้ผ่านจูงจันที่เข้าร่วมเซลลูลาร์เฉพาะสถานที่เพื่อการส่งสัญญาณเสียงและ/หรือข้อมูลไปยังอุปกรณ์ OTT ที่เชื่อมต่อกับเครือข่ายเซลลูลาร์เฉพาะสถานที่เพื่อการรับสัญญาณเสียงและ/หรือข้อมูล,อีทีพีแชนเนลต์ประเภทโอเวอร์เธอร์ท็อป () ใช้ผ่านจูงจันที่เข้าร่วมเซลลูลาร์เฉพาะสถานที่เพื่อการส่งสัญญาณเสียงและ/หรือข้อมูลไปยังอุปกรณ์  ที่เชื่อมต่อกับเครือข่ายเซลลูลาร์เฉพาะสถานที่เพื่อการรับสัญญาณเสียงและ/หรือข้อมูล
อุปกรณ์ต่อรับสื่อโทรทัศน์ผ่านดาวเทียม,อุปกรณ์ต่อรับสื่อโทรทัศน์ผ่านดาวเทียม
อุปกรณ์ที่ใช้สำหรับผลิตภาพของรถยนต์,อุปกรณ์ที่ใช้สำหรับผลิตภาพของรถยนต์
receiver อะแดปเตอร์ของภาพและเสียงดิจิทัล, อะแดปเตอร์ของภาพและเสียงดิจิทัล
Sแท็บเลต์ีวี่ใช้โทรศัพท์มือถือ,แท็บเลต์ีวี่ใช้โทรศัพท์มือถือ
Cables Data สำหรับผู้เล่นแพลตฟอร์มข้อมูลประจำชีวิตแบบพกพา (PMP),  สำหรับผู้เล่นแพลตฟอร์มข้อมูลประจำชีวิตแบบพกพา ()
Cables & Optical Fibre For Sound And Image Transfer,        
Cable AV ที่ใช้สำหรับเกมโปรแกรมภาพยนตร์อีวีสำหรับใช้ในบ้าน,  ที่ใช้สำหรับเกมโปรแกรมภาพยนตร์อีวีสำหรับใช้ในบ้าน
Apparatและอุปกรณ์ใช้สำหรับถ่ายทอด จัดจำหน่าย เปลี่ยนผู้ของ จัดเก็บ ควบคุมตารางการใช้หรือควบคุมกระแสไฟฟ้า,และอุปกรณ์ใช้สำหรับถ่ายทอด จัดจำหน่าย เปลี่ยนผู้ของ จัดเก็บ ควบคุมตารางการใช้หรือควบคุมกระแสไฟฟ้า
relé สถานีวิทยุและโทรทัศน์, สถานีวิทยุและโทรทัศน์
ที่ชาร์จอะแดปเตอร์สำหรับเครื่องบันทึกภาพขณะเคลื่อนไหวและผู้เล่น,ที่ชาร์จอะแดปเตอร์สำหรับเครื่องบันทึกภาพขณะเคลื่อนไหวและผู้เล่น
อุปกรณ์และเครื่องมือที่ใช้ถ่ายภาพยนตร์สำหรับบันทึกเสียง,อุปกรณ์และเครื่องมือที่ใช้ถ่ายภาพยนตร์สำหรับบันทึกเสียง
B. ให้บริการจัดซื้อของที่ประกอบด้วยแผงตู้โชว์สีสันสดใสพร้อมภาพถ่ายสินค้าที่มีสีสันสดใสและ/หรือฉลากสินค้าที่มีสีสันสดใส,. ให้บริการจัดซื้อของที่ประกอบด้วยแผงตู้โชว์สีสันสดใสพร้อมภาพถ่ายสินค้าที่มีสีสันสดใสและ/หรือฉลากสินค้าที่มีสีสันสดใส
B. จองซื้อของใช้แท็กตู้สำหรับผู้อื่น,. จองซื้อของใช้แท็กตู้สำหรับผู้อื่น
Servicesของร้านค้าปลีกที่ให้ผลิตภัณฑ์ซึ่งเป็นสารเตรียมการทำความสะอาด,ของร้านค้าปลีกที่ให้ผลิตภัณฑ์ซึ่งเป็นสารเตรียมการทำความสะอาด
Servicesของร้านค้าปลีกที่ให้บริการผลิตภัณฑ์ยา,ของร้านค้าปลีกที่ให้บริการผลิตภัณฑ์ยา
