PRED,PRED_cleaned
"Output: การให้เช่าเครื่องมือและอุปกรณ์นวด
", การให้เช่าเครื่องมือและอุปกรณ์นวด
Output: บริการบำบัดร่างกาย โดยเฉพาะบริการนวดแผนต่างๆ, บริการบำบัดร่างกาย โดยเฉพาะบริการนวดแผนต่างๆ
Output: บริการห้องพักผ่อนหย่อนใจและสปาครบวงจร ซึ่งรวมถึงบริการนวดบำบัด, บริการห้องพักผ่อนหย่อนใจและสปาครบวงจร ซึ่งรวมถึงบริการนวดบำบัด
"Output: บริการกระตุ้นด้วยแรงสั่นสะเทือนในลักษณะของการนวดโดยใช้เทคโนโลยีการสั่นสะเทือนแบบกระแทก
", บริการกระตุ้นด้วยแรงสั่นสะเทือนในลักษณะของการนวดโดยใช้เทคโนโลยีการสั่นสะเทือนแบบกระแทก
,
"Output: การเตรียมทางจุลชีววิทยาสำหรับการแพทย์และการใช้ในสัตว์
", การเตรียมทางจุลชีววิทยาสำหรับการแพทย์และการใช้ในสัตว์
"Output: สารเข้มข้นสำหรับการทำเครื่องดื่มไม่มีแอลกอฮอล์
", สารเข้มข้นสำหรับการทำเครื่องดื่มไม่มีแอลกอฮอล์
,
Output: แผ่นป้ายชื่อทำจากโลหะทั่วไป, แผ่นป้ายชื่อทำจากโลหะทั่วไป
Output: เข็มกลัดประดับทำจากโลหะมีค่า, เข็มกลัดประดับทำจากโลหะมีค่า
Output: ถุงกระดาษบรรจุภัณฑ์, ถุงกระดาษบรรจุภัณฑ์
Output: กุญแจล็อค นอกเหนือจากชนิดอิเล็กทรอนิกส์ ที่ไม่ได้ทำจากโลหะ, กุญแจล็อค นอกเหนือจากชนิดอิเล็กทรอนิกส์ ที่ไม่ได้ทำจากโลหะ
Output: สถานที่ทำงาน [เฟอร์นิเจอร์] ทำจากแก้วและเหล็กกล้า, สถานที่ทำงาน [เฟอร์นิเจอร์] ทำจากแก้วและเหล็กกล้า
Output: งานศิลปะทำจากพลาสติก, งานศิลปะทำจากพลาสติก
Output: อุปกรณ์พลาสติกเคลือบอีนาเมลใช้ประจำวัน (รวมถึงหม้อ ชาม จาน กระทะ ถ้วย), อุปกรณ์พลาสติกเคลือบอีนาเมลใช้ประจำวัน (รวมถึงหม้อ ชาม จาน กระทะ ถ้วย)
"Output: งานศิลปะทำจากคริสตัล
", งานศิลปะทำจากคริสตัล
"Output: อุปกรณ์แก้วใช้ประจำวัน (รวมถึงถ้วย จาน หม้อ และโหล)
", อุปกรณ์แก้วใช้ประจำวัน (รวมถึงถ้วย จาน หม้อ และโหล)
Output: สิ่งประดับที่ทำจากเชือก [ร้านขายของชำ], สิ่งประดับที่ทำจากเชือก [ร้านขายของชำ]
Output: การเผยแพร่โฆษณาให้ผู้อื่นทางอินเทอร์เน็ต, การเผยแพร่โฆษณาให้ผู้อื่นทางอินเทอร์เน็ต
Output: การโฆษณาออนไลน์ผ่านเครือข่ายสื่อสารคอมพิวเตอร์, การโฆษณาออนไลน์ผ่านเครือข่ายสื่อสารคอมพิวเตอร์
Output: การรวบรวม การผลิต และการเผยแพร่โฆษณา, การรวบรวม การผลิต และการเผยแพร่โฆษณา
Output: การถ่ายทอดรายการผ่านทางอินเทอร์เน็ต, การถ่ายทอดรายการผ่านทางอินเทอร์เน็ต
Output: การให้บริการเชื่อมต่อระบบโทรคมนาคมไปยังเครือข่ายคอมพิวเตอร์ทั่วโลก, การให้บริการเชื่อมต่อระบบโทรคมนาคมไปยังเครือข่ายคอมพิวเตอร์ทั่วโลก
Output: การให้บริการเกมเสมือนจริงบนระบบเครือข่ายคอมพิวเตอร์ออนไลน์, การให้บริการเกมเสมือนจริงบนระบบเครือข่ายคอมพิวเตอร์ออนไลน์
"Output: การให้ข้อมูลในสาขาความบันเทิง
", การให้ข้อมูลในสาขาความบันเทิง
Output: การให้บริการหนังสือการ์ตูนและนวนิยายภาพออนไลน์ ที่ไม่ใช่ไฟล์ที่สามารถดาวน์โหลดได้, การให้บริการหนังสือการ์ตูนและนวนิยายภาพออนไลน์ ที่ไม่ใช่ไฟล์ที่สามารถดาวน์โหลดได้
Output: การจัดการแข่งขันเกมอิเล็กทรอนิกส์, การจัดการแข่งขันเกมอิเล็กทรอนิกส์
Output: ส่วนผสมสำหรับการทำผลิตภัณฑ์ขนมอบ, ส่วนผสมสำหรับการทำผลิตภัณฑ์ขนมอบ
"Output: การวิเคราะห์ต้นทุน การตรวจสอบทางการค้า
", การวิเคราะห์ต้นทุน การตรวจสอบทางการค้า
Output: การให้ข้อมูลทางธุรกิจผ่านเว็บไซต์, การให้ข้อมูลทางธุรกิจผ่านเว็บไซต์
,
,
Output: บริการจัดการทางการเงินผ่านทางอินเทอร์เน็ต, บริการจัดการทางการเงินผ่านทางอินเทอร์เน็ต
"Output: การจัดให้มีสถานบริการคาสิโน [การพนัน] บริการด้านการพนัน
", การจัดให้มีสถานบริการคาสิโน [การพนัน] บริการด้านการพนัน
"Output: จินและเหล้าโทนิคปรุงแต่งรส
", จินและเหล้าโทนิคปรุงแต่งรส
Output: สบู่ที่ไม่มีคุณสมบัติทางการแพทย์ สำหรับใช้ในครัวเรือน, สบู่ที่ไม่มีคุณสมบัติทางการแพทย์ สำหรับใช้ในครัวเรือน
Output: ซอฟต์แวร์คอมพิวเตอร์ที่สามารถดาวน์โหลดได้ สำหรับใช้เป็นกระเป๋าเงินดิจิทัล, ซอฟต์แวร์คอมพิวเตอร์ที่สามารถดาวน์โหลดได้ สำหรับใช้เป็นกระเป๋าเงินดิจิทัล
,
Output: การวิจัยและพัฒนาผลิตภัณฑ์ใหม่ให้แก่ผู้อื่น, การวิจัยและพัฒนาผลิตภัณฑ์ใหม่ให้แก่ผู้อื่น
,
"Output: วัสดุปูหุ้มทำจากยาง โพลียูรีเทน หรือน้ำยาง สำหรับแกนที่นอน แกนหมอน และแกนเบาะรองนั่ง
", วัสดุปูหุ้มทำจากยาง โพลียูรีเทน หรือน้ำยาง สำหรับแกนที่นอน แกนหมอน และแกนเบาะรองนั่ง
Output: โฟมโพลียูรีเทน (ผลิตภัณฑ์กึ่งสำเร็จรูป) สำหรับที่นอน หมอน และแผ่นเสริมที่นอน, โฟมโพลียูรีเทน (ผลิตภัณฑ์กึ่งสำเร็จรูป) สำหรับที่นอน หมอน และแผ่นเสริมที่นอน
Output: อุปกรณ์และเครื่องมือไอโซโทปกสำหรับการวินิจฉัยและการรักษา, อุปกรณ์และเครื่องมือไอโซโทปกสำหรับการวินิจฉัยและการรักษา
Output: อุปกรณ์การถ่ายภาพด้วยคลื่นแม่เหล็กไฟฟ้าทางการแพทย์, อุปกรณ์การถ่ายภาพด้วยคลื่นแม่เหล็กไฟฟ้าทางการแพทย์
Output: อุปกรณ์ทดสอบดีเอ็นเอและอาร์เอ็นเอทางการแพทย์, อุปกรณ์ทดสอบดีเอ็นเอและอาร์เอ็นเอทางการแพทย์
Output: บริการทั้งหมดดังกล่าวมีแหล่งกำเนิดจากสวิตเซอร์แลนด์, บริการทั้งหมดดังกล่าวมีแหล่งกำเนิดจากสวิตเซอร์แลนด์
"Output: ตัวยึด ตะขอ และสายรัด ที่ถอดออกได้ ลักษณะเป็นตัวล็อกแบบสแน็ปและตัวล็อกแบบกด
", ตัวยึด ตะขอ และสายรัด ที่ถอดออกได้ ลักษณะเป็นตัวล็อกแบบสแน็ปและตัวล็อกแบบกด
,
Output: ตัวยึดแบบแยกออกจากกัน ซึ่งเป็นชนิดตีนตุ๊กแกและส่วนประกอบทั้งหมดของมัน, ตัวยึดแบบแยกออกจากกัน ซึ่งเป็นชนิดตีนตุ๊กแกและส่วนประกอบทั้งหมดของมัน
,
,
,
,
"---
การให้ข้อมูลออนไลน์เกี่ยวกับเทคโนโลยีคอมพิวเตอร์ การเขียนโปรแกรมคอมพิวเตอร์ และซอฟต์แวร์คอมพิวเตอร์
",การให้ข้อมูลออนไลน์เกี่ยวกับเทคโนโลยีคอมพิวเตอร์ การเขียนโปรแกรมคอมพิวเตอร์ และซอฟต์แวร์คอมพิวเตอร์
"Output: ผลิตภัณฑ์ดูแลผิวหลังถูกแสงแดดเพื่อใช้ในเครื่องสำอางค์
", ผลิตภัณฑ์ดูแลผิวหลังถูกแสงแดดเพื่อใช้ในเครื่องสำอางค์
,
,
,
Output: ซอฟต์แวร์คอมพิวเตอร์สำหรับการใช้งานร่วมกับเครื่องตรวจวัดระดับน้ำตาลกลูโคส โดยเฉพาะซอฟต์แวร์สำหรับการบันทึก วิเคราะห์ รายงาน และจัดการระดับน้ำตาลกลูโคสของผู้ป่วย, ซอฟต์แวร์คอมพิวเตอร์สำหรับการใช้งานร่วมกับเครื่องตรวจวัดระดับน้ำตาลกลูโคส โดยเฉพาะซอฟต์แวร์สำหรับการบันทึก วิเคราะห์ รายงาน และจัดการระดับน้ำตาลกลูโคสของผู้ป่วย
Output: เครื่องมือและอุปกรณ์ทางการแพทย์สำหรับการใช้ในสาขาโรคเบาหวาน, เครื่องมือและอุปกรณ์ทางการแพทย์สำหรับการใช้ในสาขาโรคเบาหวาน
Output: การออกแบบและพัฒนาซอฟต์แวร์คอมพิวเตอร์ในสาขาองค์กรและการแก้ปัญหาด้านสุขภาพ, การออกแบบและพัฒนาซอฟต์แวร์คอมพิวเตอร์ในสาขาองค์กรและการแก้ปัญหาด้านสุขภาพ
,
Output: แพลตฟอร์มบริการในสาขาการแพทย์, แพลตฟอร์มบริการในสาขาการแพทย์
,
,
Output: ฟิล์มบรรจุภัณฑ์พลาสติกที่จำหน่ายจำนวนมากแก่ผู้ผลิตอุตสาหกรรมและพาณิชย์, ฟิล์มบรรจุภัณฑ์พลาสติกที่จำหน่ายจำนวนมากแก่ผู้ผลิตอุตสาหกรรมและพาณิชย์
"Output: การขนส่งน้ำมันดิบ ก๊าซ และผลิตภัณฑ์จากโรงกลั่นโดยท่อส่ง
", การขนส่งน้ำมันดิบ ก๊าซ และผลิตภัณฑ์จากโรงกลั่นโดยท่อส่ง
Output: การจ่ายกระแสไฟฟ้าที่ผลิตจากพลังงานแสงอาทิตย์, การจ่ายกระแสไฟฟ้าที่ผลิตจากพลังงานแสงอาทิตย์
"Output: การให้เช่าอุปกรณ์สถานีบริการน้ำมัน ไม่ใช่สำหรับการซ่อมบำรุงยานยนต์
", การให้เช่าอุปกรณ์สถานีบริการน้ำมัน ไม่ใช่สำหรับการซ่อมบำรุงยานยนต์
"Output: การจัดการการเช่าหรือให้เช่าเรือ
", การจัดการการเช่าหรือให้เช่าเรือ
"Output: อุปกรณ์ทำถังพลาสติก (ภาชนะบรรจุ)
", อุปกรณ์ทำถังพลาสติก (ภาชนะบรรจุ)
Output: เตาอบสำหรับใช้ในครัวเรือน, เตาอบสำหรับใช้ในครัวเรือน
,
"Output: อาหารเสริมและสารอาหารเสริม โดยเฉพาะอย่างยิ่ง สารสกัดจากเนยถั่ว
", อาหารเสริมและสารอาหารเสริม โดยเฉพาะอย่างยิ่ง สารสกัดจากเนยถั่ว
Output: อาหารเสริมโภชนาการ โดยเฉพาะอย่างยิ่งอาหารเสริมเนยถั่วลิสง, อาหารเสริมโภชนาการ โดยเฉพาะอย่างยิ่งอาหารเสริมเนยถั่วลิสง
"Output: สารเสริมโปรตีนในรูปแบบผลิตภัณฑ์ทา
", สารเสริมโปรตีนในรูปแบบผลิตภัณฑ์ทา
Output: อาหารเสริมและสารอาหารที่มีโปรตีน, อาหารเสริมและสารอาหารที่มีโปรตีน
Output: อาหารเสริมในลักษณะของผงผสมโปรตีนเข้มข้นทางโภชนาการ, อาหารเสริมในลักษณะของผงผสมโปรตีนเข้มข้นทางโภชนาการ
"Output: โปรตีนผง โดยเฉพาะอย่างยิ่ง ผงโปรตีนเสริมอาหาร
", โปรตีนผง โดยเฉพาะอย่างยิ่ง ผงโปรตีนเสริมอาหาร
Output: บริการค้าส่งในสาขาอาหารและโภชนาการ, บริการค้าส่งในสาขาอาหารและโภชนาการ
Output: บริการค้าส่งออนไลน์ซึ่งมีอาหารจากธรรมชาติ อาหารออร์แกนิก วิตามินเสริม และทางเลือกของอาหารเพื่อสุขภาพ, บริการค้าส่งออนไลน์ซึ่งมีอาหารจากธรรมชาติ อาหารออร์แกนิก วิตามินเสริม และทางเลือกของอาหารเพื่อสุขภาพ
Output: บริการค้าส่งโดยเน้นอาหารจากธรรมชาติ อาหารออร์แกนิก วิตามินเสริม และทางเลือกของผลิตภัณฑ์เพื่อสุขภาพ, บริการค้าส่งโดยเน้นอาหารจากธรรมชาติ อาหารออร์แกนิก วิตามินเสริม และทางเลือกของผลิตภัณฑ์เพื่อสุขภาพ
Output: การให้ข้อมูลในสาขา สุขภาพ และ โภชนาการ ผ่านทางเว็บไซต์, การให้ข้อมูลในสาขา สุขภาพ และ โภชนาการ ผ่านทางเว็บไซต์
Output: การให้ข้อมูลด้านสุขภาพและโภชนาการผ่านทางเว็บไซต์, การให้ข้อมูลด้านสุขภาพและโภชนาการผ่านทางเว็บไซต์
Output: กล่องหรือฝาครอบโทรศัพท์มือถือ, กล่องหรือฝาครอบโทรศัพท์มือถือ
,
สื่อบันทึกภาพเคลื่อนไหวที่บันทึกไว้ล่วงหน้า ซึ่งประกอบด้วย วิดีโอดีวีดี วิดีโอเทป ซีดี และ ดีวีดี ที่มีเสียงหรือวิดีโอ,สื่อบันทึกภาพเคลื่อนไหวที่บันทึกไว้ล่วงหน้า ซึ่งประกอบด้วย วิดีโอดีวีดี วิดีโอเทป ซีดี และ ดีวีดี ที่มีเสียงหรือวิดีโอ
,
Output: แผ่นบันทึกเสียงขนาดกะทัดรัดและสื่อบันทึกอื่นๆ, แผ่นบันทึกเสียงขนาดกะทัดรัดและสื่อบันทึกอื่นๆ
,
,
,
Output: แผ่นฟิล์มป้องกันหน้าจอ LCD สำหรับแท็บเล็ตคอมพิวเตอร์, แผ่นฟิล์มป้องกันหน้าจอ  สำหรับแท็บเล็ตคอมพิวเตอร์
Output: กล่องหรือฝาครอบสำหรับแท็บเล็ตคอมพิวเตอร์, กล่องหรือฝาครอบสำหรับแท็บเล็ตคอมพิวเตอร์
วัสดุกราบบันทึกดิจิทัลสำหรับคอมพิวเตอร์ที่บันทึกไว้บนดิสก์แม่เหล็ก เทปแม่เหล็ก การ์ดวงจรบูรณาการ หรือสื่อบันทึกข้อมูลอื่นๆ สำหรับคอมพิวเตอร์,วัสดุกราบบันทึกดิจิทัลสำหรับคอมพิวเตอร์ที่บันทึกไว้บนดิสก์แม่เหล็ก เทปแม่เหล็ก การ์ดวงจรบูรณาการ หรือสื่อบันทึกข้อมูลอื่นๆ สำหรับคอมพิวเตอร์
"Output: โปรแกรมคอมพิวเตอร์ที่สามารถดาวน์โหลดได้สำหรับเกมเสมือนจริง
", โปรแกรมคอมพิวเตอร์ที่สามารถดาวน์โหลดได้สำหรับเกมเสมือนจริง
,
,
Output: โปรแกรมเกมอิเล็กทรอนิกส์ที่สามารถดาวน์โหลดได้สำหรับโทรศัพท์มือถือ สมาร์ทโฟน และแท็บเล็ตคอมพิวเตอร์, โปรแกรมเกมอิเล็กทรอนิกส์ที่สามารถดาวน์โหลดได้สำหรับโทรศัพท์มือถือ สมาร์ทโฟน และแท็บเล็ตคอมพิวเตอร์
Output: แผ่นบันทึกข้อมูลแบบว่าง ม้วนเทปแม่เหล็กแบบว่างสำหรับเครื่องเล่นเทป และการ์ดวงจรสำเร็จรูป (IC) แบบว่าง, แผ่นบันทึกข้อมูลแบบว่าง ม้วนเทปแม่เหล็กแบบว่างสำหรับเครื่องเล่นเทป และการ์ดวงจรสำเร็จรูป () แบบว่าง
"Output: อุปกรณ์เสริมสำหรับสมาร์ทโฟน โทรศัพท์มือถือ ได้แก่ สายรัดสมาร์ทโฟนแบบพกพา
", อุปกรณ์เสริมสำหรับสมาร์ทโฟน โทรศัพท์มือถือ ได้แก่ สายรัดสมาร์ทโฟนแบบพกพา
Output: แผ่นฟิล์มป้องกันหน้าจอ LCD สำหรับสมาร์ทโฟน, แผ่นฟิล์มป้องกันหน้าจอ  สำหรับสมาร์ทโฟน
Output: กล่องหรือฝาครอบสำหรับสมาร์ทโฟน, กล่องหรือฝาครอบสำหรับสมาร์ทโฟน
Output: อุปกรณ์เสริมสำหรับโทรศัพท์มือถือ ได้แก่ ที่คล้องโทรศัพท์มือถือ, อุปกรณ์เสริมสำหรับโทรศัพท์มือถือ ได้แก่ ที่คล้องโทรศัพท์มือถือ
Output: การ์ดซื้อขาย (ยกเว้นสำหรับการเล่นเกม), การ์ดซื้อขาย (ยกเว้นสำหรับการเล่นเกม)
"Output: ผ้าคลุมถุงเท้าสไตล์ญี่ปุ่น (ผ้าคลุม tabi)
", ผ้าคลุมถุงเท้าสไตล์ญี่ปุ่น (ผ้าคลุม )
Output: อุปกรณ์ประดับรองเท้า ที่ไม่ใช่โลหะมีค่า, อุปกรณ์ประดับรองเท้า ที่ไม่ใช่โลหะมีค่า
"Output: บัคเกิ้ลสำหรับเสื้อผ้า (บัคเกิ้ลเสื้อผ้า)
", บัคเกิ้ลสำหรับเสื้อผ้า (บัคเกิ้ลเสื้อผ้า)
Output: เกมการ์ดซื้อขาย และ การ์ดสำหรับเกมการ์ดซื้อขาย, เกมการ์ดซื้อขาย และ การ์ดสำหรับเกมการ์ดซื้อขาย
Output: ชุดของเล่นรูปทรงตัวเลข และอุปกรณ์เสริมต่างๆ ของชุดดังกล่าว, ชุดของเล่นรูปทรงตัวเลข และอุปกรณ์เสริมต่างๆ ของชุดดังกล่าว
"Output: การให้บริการภาพยนตร์และเรื่องเล่าแอนิเมชันผ่านทางอินเทอร์เน็ต และการให้ข้อมูลเกี่ยวกับสิ่งดังกล่าว
", การให้บริการภาพยนตร์และเรื่องเล่าแอนิเมชันผ่านทางอินเทอร์เน็ต และการให้ข้อมูลเกี่ยวกับสิ่งดังกล่าว
"Output: การจัดการและจัดกิจกรรมมอบรางวัลที่เกี่ยวข้องกับหนังสือการ์ตูนและการสร้างภาพเคลื่อนไหว และให้ข้อมูลเกี่ยวกับสิ่งดังกล่าว
", การจัดการและจัดกิจกรรมมอบรางวัลที่เกี่ยวข้องกับหนังสือการ์ตูนและการสร้างภาพเคลื่อนไหว และให้ข้อมูลเกี่ยวกับสิ่งดังกล่าว
Output: การให้บริการสิ่งพิมพ์อิเล็กทรอนิกส์และข้อมูลเกี่ยวกับสิ่งพิมพ์ดังกล่าว, การให้บริการสิ่งพิมพ์อิเล็กทรอนิกส์และข้อมูลเกี่ยวกับสิ่งพิมพ์ดังกล่าว
Output: การให้บริการวิดีโอ รูปภาพนิ่ง หรือรูปภาพนิ่งพร้อมเสียงผ่านเครื่องเทอร์มินัลคอมพิวเตอร์ โทรศัพท์ในยานพาหนะ หรือการสื่อสารทางโทรศัพท์, การให้บริการวิดีโอ รูปภาพนิ่ง หรือรูปภาพนิ่งพร้อมเสียงผ่านเครื่องเทอร์มินัลคอมพิวเตอร์ โทรศัพท์ในยานพาหนะ หรือการสื่อสารทางโทรศัพท์
Output: การให้บริการเกมออนไลน์ และข้อมูลเกี่ยวกับเกมดังกล่าว, การให้บริการเกมออนไลน์ และข้อมูลเกี่ยวกับเกมดังกล่าว
Output: การวางแผน จัดระเบียบ และจัดการกิจกรรมความบันเทิงโดยใช้เครื่องแต่งกายและตุ๊กตา รวมถึงให้ข้อมูลเกี่ยวกับกิจกรรมดังกล่าว, การวางแผน จัดระเบียบ และจัดการกิจกรรมความบันเทิงโดยใช้เครื่องแต่งกายและตุ๊กตา รวมถึงให้ข้อมูลเกี่ยวกับกิจกรรมดังกล่าว
Output: บริการห้องสมุดอ้างอิงสำหรับวรรณกรรมและเอกสารบันทึก และให้ข้อมูลเกี่ยวกับบริการดังกล่าว, บริการห้องสมุดอ้างอิงสำหรับวรรณกรรมและเอกสารบันทึก และให้ข้อมูลเกี่ยวกับบริการดังกล่าว
Output: การจัดให้มีสถานบันเทิงและข้อมูลเกี่ยวกับสถานบันเทิงดังกล่าว, การจัดให้มีสถานบันเทิงและข้อมูลเกี่ยวกับสถานบันเทิงดังกล่าว
Output: การให้ความบันเทิงและข้อมูลเกี่ยวกับสิ่งนั้นๆ, การให้ความบันเทิงและข้อมูลเกี่ยวกับสิ่งนั้นๆ
Output: การให้บริการเกมออนไลน์ผ่านระบบสื่อสารด้วยโทรศัพท์มือถือ, การให้บริการเกมออนไลน์ผ่านระบบสื่อสารด้วยโทรศัพท์มือถือ
Output: การจัดการและให้บริการความบันเทิงสด โดยเฉพาะการแสดงดนตรีและการแสดงละคร, การจัดการและให้บริการความบันเทิงสด โดยเฉพาะการแสดงดนตรีและการแสดงละคร
"Output: การแสดงดนตรีและการให้ข้อมูลเกี่ยวกับการแสดงดนตรี
", การแสดงดนตรีและการให้ข้อมูลเกี่ยวกับการแสดงดนตรี
"Output: การกำกับหรือนำการแสดงละคร และให้ข้อมูลเกี่ยวกับสิ่งดังกล่าว
", การกำกับหรือนำการแสดงละคร และให้ข้อมูลเกี่ยวกับสิ่งดังกล่าว
Output: การแสดงการถ่ายทอดสด และการให้ข้อมูลเกี่ยวกับการแสดงดังกล่าว, การแสดงการถ่ายทอดสด และการให้ข้อมูลเกี่ยวกับการแสดงดังกล่าว
Output: การให้ข้อมูลเกี่ยวกับงานผลิต จัดจำหน่าย และฉายภาพยนตร์, การให้ข้อมูลเกี่ยวกับงานผลิต จัดจำหน่าย และฉายภาพยนตร์
Output: การผลิต การจัดจำหน่าย และการฉายวิดีโอและภาพยนตร์, การผลิต การจัดจำหน่าย และการฉายวิดีโอและภาพยนตร์
Output: การจัดให้มีสิ่งอำนวยความสะดวกด้านกีฬา และการให้บริการข้อมูลเกี่ยวกับการดังกล่าว, การจัดให้มีสิ่งอำนวยความสะดวกด้านกีฬา และการให้บริการข้อมูลเกี่ยวกับการดังกล่าว
Output: การวางแผนและจัดการการแสดงสด และให้ข้อมูลเกี่ยวกับการแสดงดังกล่าว, การวางแผนและจัดการการแสดงสด และให้ข้อมูลเกี่ยวกับการแสดงดังกล่าว
"Output: การแสดงดนตรี รูปภาพยนตร์ และเสียงผ่านทางอินเทอร์เน็ต
", การแสดงดนตรี รูปภาพยนตร์ และเสียงผ่านทางอินเทอร์เน็ต
"Output: การให้ข้อมูลเกี่ยวกับเกมการแสดงดนตรีและการฉายภาพยนตร์ผ่านทางอินเทอร์เน็ต
", การให้ข้อมูลเกี่ยวกับเกมการแสดงดนตรีและการฉายภาพยนตร์ผ่านทางอินเทอร์เน็ต
Output: การให้บริการเพลงและเสียงออนไลน์ ที่ยังดาวน์โหลดไม่ได้ และการให้ข้อมูลเกี่ยวกับสิ่งดังกล่าว, การให้บริการเพลงและเสียงออนไลน์ ที่ยังดาวน์โหลดไม่ได้ และการให้ข้อมูลเกี่ยวกับสิ่งดังกล่าว
"Output: การให้บริการรูปภาพและภาพยนตร์ออนไลน์ ที่ยังไม่ได้ดาวน์โหลด และการให้ข้อมูลเกี่ยวกับสิ่งดังกล่าว
", การให้บริการรูปภาพและภาพยนตร์ออนไลน์ ที่ยังไม่ได้ดาวน์โหลด และการให้ข้อมูลเกี่ยวกับสิ่งดังกล่าว
Output: อาหารและสารปรุงแต่งทางการแพทย์หรือสัตวแพทย์, อาหารและสารปรุงแต่งทางการแพทย์หรือสัตวแพทย์
,
Output: การจัดการและจัดระเบียบรางวัลที่เกี่ยวข้องกับหนังสือการ์ตูนและการสร้างภาพเคลื่อนไหว และให้ข้อมูลเกี่ยวกับสิ่งเหล่านั้น, การจัดการและจัดระเบียบรางวัลที่เกี่ยวข้องกับหนังสือการ์ตูนและการสร้างภาพเคลื่อนไหว และให้ข้อมูลเกี่ยวกับสิ่งเหล่านั้น
,
Output: การวางแผนและจัดการการแสดงสด และให้ข้อมูลเกี่ยวกับการแสดงดังกล่าว, การวางแผนและจัดการการแสดงสด และให้ข้อมูลเกี่ยวกับการแสดงดังกล่าว
Output: ผลิตภัณฑ์ทางชีวเคมีที่ใช้สำหรับการวิจัยทางวิทยาศาสตร์ โดยเฉพาะสื่อที่ใช้ในจุรินทศาสตร์และเพาะเลี้ยงเนื้อเยื่อ, ผลิตภัณฑ์ทางชีวเคมีที่ใช้สำหรับการวิจัยทางวิทยาศาสตร์ โดยเฉพาะสื่อที่ใช้ในจุรินทศาสตร์และเพาะเลี้ยงเนื้อเยื่อ
Output: ถังหรืออ่างเก็บน้ำโลหะแบบเหลว, ถังหรืออ่างเก็บน้ำโลหะแบบเหลว
"Output: แท่งโลหะสำหรับการบัดกรีและเชื่อม
", แท่งโลหะสำหรับการบัดกรีและเชื่อม
Output: ถังบรรจุแก๊สแรงดันสูงของโลหะ, ถังบรรจุแก๊สแรงดันสูงของโลหะ
Output: ถังเก็บก๊าซเหลวทำจากโลหะ, ถังเก็บก๊าซเหลวทำจากโลหะ
"Output: ระบบจ่ายก๊าซป้องกันสำหรับการเชื่อมด้วยวิธีหลอมละลายเชิงโค้ง
", ระบบจ่ายก๊าซป้องกันสำหรับการเชื่อมด้วยวิธีหลอมละลายเชิงโค้ง
Output: เครื่องตัดโลหะด้วยวิธีอาร์ค แก๊ส หรือพลาสมา, เครื่องตัดโลหะด้วยวิธีอาร์ค แก๊ส หรือพลาสมา
Output: ตัวกระตุ้นสำหรับการปฏิบัติงานวาล์วถังแก๊ส, ตัวกระตุ้นสำหรับการปฏิบัติงานวาล์วถังแก๊ส
,
Output: เครื่องผลิตควันเพื่อสร้างเอฟเฟกต์พิเศษในโรงละคร, เครื่องผลิตควันเพื่อสร้างเอฟเฟกต์พิเศษในโรงละคร
Output: อุปกรณ์ประมวลผลสำหรับการบำบัดเครื่องกำจัดตะกอน เครื่องบด ตัวควบแน่น ตัวแยกของแข็งจากของเหลว และไอเสียที่ใช้ในระบบการจัดการขยะอินทรีย์, อุปกรณ์ประมวลผลสำหรับการบำบัดเครื่องกำจัดตะกอน เครื่องบด ตัวควบแน่น ตัวแยกของแข็งจากของเหลว และไอเสียที่ใช้ในระบบการจัดการขยะอินทรีย์
Output: อุปกรณ์บรรจุขวดแก๊สขนาดเล็กด้วยก๊าซเหลว เช่น ออกซิเจน คาร์บอนิกแอซิด และไนโตรเจน เก็บในถังและแท็งค์ขนาดใหญ่, อุปกรณ์บรรจุขวดแก๊สขนาดเล็กด้วยก๊าซเหลว เช่น ออกซิเจน คาร์บอนิกแอซิด และไนโตรเจน เก็บในถังและแท็งค์ขนาดใหญ่
"Output: อุปกรณ์บรรจุแก๊สปิโตรเลียมเหลว
", อุปกรณ์บรรจุแก๊สปิโตรเลียมเหลว
Output: อุปกรณ์จ่ายก๊าซ ซึ่งเป็นส่วนประกอบของเครื่องจักรที่ใช้ในการผลิตเซมิคอนดักเตอร์ จอแสดงผลคริสตัลเหลว และแบตเตอรี่โซลาร์เซลล์, อุปกรณ์จ่ายก๊าซ ซึ่งเป็นส่วนประกอบของเครื่องจักรที่ใช้ในการผลิตเซมิคอนดักเตอร์ จอแสดงผลคริสตัลเหลว และแบตเตอรี่โซลาร์เซลล์
Output: เครื่องลำเลียงสำหรับถังบรรจุแก๊สแรงดันสูง, เครื่องลำเลียงสำหรับถังบรรจุแก๊สแรงดันสูง
Output: อุปกรณ์เคลือบด้วยสารเคมีจากไอระเหย (CVD) สำหรับการผลิตเซมิคอนดักเตอร์, อุปกรณ์เคลือบด้วยสารเคมีจากไอระเหย () สำหรับการผลิตเซมิคอนดักเตอร์
Output: เมมเบรนกรอง สำหรับใช้เป็นชิ้นส่วนของเครื่องจักร ในหน่วยผลิตไนโตรเจน, เมมเบรนกรอง สำหรับใช้เป็นชิ้นส่วนของเครื่องจักร ในหน่วยผลิตไนโตรเจน
